OrderID,OrderDate,CustomerID,CustomerName,City,Product,Category,Quantity,UnitPrice,PaymentMethod
1100,2024-02-13,C161,Customer_185,Kolkata,Tablet,Electronics,5,18188,Card
1101,2024-12-19,C221,Customer_166,Ahmedabad,Tablet,Electronics,1,17847,COD
1102,2024-04-23,C203,Customer_178,Hyderabad,T-shirt,Fashion,5,788,NetBanking
1103,2024-10-10,C235,Customer_89,Kolkata,Camera,Electronics,3,39980,NetBanking
1104,2024-05-18,C178,Customer_65,Hyderabad,Smartphone,Electronics,2,24961,UPI
1105,2024-10-01,C295,Customer_177,Bangalore,Shoes,Fashion,2,2178,NetBanking
1106,2024-05-21,C285,Customer_151,Chennai,Smartphone,Electronics,2,24951,Card
1107,2024-07-03,C145,Customer_78,Mumbai,Camera,Electronics,2,39940,UPI
1108,2024-01-28,C241,Customer_75,Bangalore,Tablet,Electronics,1,17806,Wallet
1109,2024-05-25,C220,Customer_123,Ahmedabad,Watch,Accessories,2,2826,COD
1110,2024-09-01,C129,Customer_17,Kolkata,Tablet,Electronics,1,18095,UPI
1111,2024-03-18,C138,Customer_145,Chennai,Smartphone,Electronics,2,24860,Wallet
1112,2024-08-01,C255,Customer_153,Hyderabad,Camera,Electronics,4,40030,NetBanking
1113,2024-06-01,C250,Customer_110,Chennai,Jeans,Fashion,5,2030,Wallet
1114,2024-02-20,C295,Customer_54,Hyderabad,T-shirt,Fashion,1,680,Card
1115,2024-03-29,C241,Customer_20,Bangalore,Laptop,Electronics,4,55030,Wallet
1116,2024-08-28,C174,Customer_9,Hyderabad,T-shirt,Fashion,3,959,NetBanking
1117,2024-02-06,C275,Customer_60,Chennai,Jeans,Fashion,2,2217,UPI
1118,2024-10-05,C157,Customer_166,Bangalore,T-shirt,Fashion,2,636,UPI
1119,2024-03-25,C178,Customer_153,Chennai,Tablet,Electronics,1,18039,COD
1120,2024-12-24,C203,Customer_70,Ahmedabad,Tablet,Electronics,1,18106,UPI
1121,2024-08-09,C288,Customer_83,Chennai,Laptop,Electronics,1,54917,Wallet
1122,2024-10-27,C105,Customer_196,Chennai,Jeans,Fashion,1,2390,Card
1123,2024-08-28,C232,Customer_167,Ahmedabad,T-shirt,Fashion,2,899,NetBanking
1124,2024-11-21,C225,Customer_24,Ahmedabad,Watch,Accessories,4,2970,COD
1125,2024-12-09,C126,Customer_42,Pune,Backpack,Accessories,4,1147,NetBanking
1126,2024-10-08,C109,Customer_117,Delhi,Watch,Accessories,3,2965,UPI
1127,2024-07-25,C231,Customer_1,Ahmedabad,Backpack,Accessories,1,1096,Wallet
1128,2024-07-04,C259,Customer_194,Ahmedabad,Tablet,Electronics,1,17904,COD
1129,2024-10-08,C133,Customer_74,Ahmedabad,Tablet,Electronics,1,17814,Wallet
1130,2024-05-02,C281,Customer_41,Chennai,Camera,Electronics,1,40082,NetBanking
1131,2024-02-17,C157,Customer_30,Ahmedabad,Smartphone,Electronics,2,25055,COD
1132,2024-09-17,C280,Customer_70,Kolkata,Tablet,Electronics,4,17924,NetBanking
1133,2024-10-09,C137,Customer_99,Hyderabad,Jeans,Fashion,5,2382,Card
1134,2024-02-05,C170,Customer_198,Kolkata,Watch,Accessories,5,2936,UPI
1135,2024-05-24,C285,Customer_77,Ahmedabad,Headphones,Electronics,4,1575,NetBanking
1136,2024-06-25,C185,Customer_142,Kolkata,Tablet,Electronics,3,17896,Card
1137,2024-10-19,C198,Customer_60,Kolkata,Laptop,Electronics,3,55181,NetBanking
1138,2024-12-27,C197,Customer_99,Bangalore,Tablet,Electronics,1,17864,Wallet
1139,2024-10-29,C184,Customer_26,Ahmedabad,Smartphone,Electronics,5,25033,UPI
1140,2024-03-14,C204,Customer_168,Bangalore,Smartphone,Electronics,4,25200,COD
1141,2024-06-22,C259,Customer_178,Kolkata,Smartphone,Electronics,3,25145,Wallet
1142,2024-07-13,C181,Customer_161,Ahmedabad,Camera,Electronics,1,40116,UPI
1143,2024-04-30,C261,Customer_176,Chennai,Shoes,Fashion,1,2022,UPI
1144,2024-11-20,C280,Customer_26,Ahmedabad,Headphones,Electronics,3,1314,UPI
1145,2024-06-15,C114,Customer_76,Pune,Watch,Accessories,4,2874,Card
1146,2024-09-28,C205,Customer_145,Bangalore,Headphones,Electronics,2,1340,Wallet
1147,2024-07-14,C258,Customer_175,Hyderabad,Tablet,Electronics,5,17873,Card
1148,2024-08-24,C263,Customer_66,Ahmedabad,T-shirt,Fashion,1,838,COD
1149,2024-12-12,C239,Customer_41,Delhi,Tablet,Electronics,3,18100,COD
1150,2024-11-23,C208,Customer_177,Chennai,Tablet,Electronics,3,17901,NetBanking
1151,2024-09-04,C127,Customer_61,Kolkata,Jeans,Fashion,3,2294,COD
1152,2024-12-24,C175,Customer_6,Kolkata,T-shirt,Fashion,1,889,UPI
1153,2024-11-06,C290,Customer_128,Chennai,Shoes,Fashion,5,1980,Card
1154,2024-11-21,C148,Customer_159,Chennai,Headphones,Electronics,1,1621,UPI
1155,2024-06-07,C212,Customer_9,Pune,Headphones,Electronics,1,1451,COD
1156,2024-07-31,C144,Customer_52,Bangalore,Camera,Electronics,3,40071,Wallet
1157,2024-05-19,C142,Customer_66,Ahmedabad,T-shirt,Fashion,3,658,NetBanking
1158,2024-02-08,C136,Customer_194,Hyderabad,Backpack,Accessories,5,1187,UPI
1159,2024-07-21,C103,Customer_68,Delhi,Tablet,Electronics,3,18144,COD
1160,2024-10-26,C197,Customer_164,Pune,Smartphone,Electronics,2,25041,UPI
1161,2024-11-13,C243,Customer_84,Hyderabad,Smartphone,Electronics,4,25158,COD
1162,2024-11-28,C204,Customer_30,Bangalore,Laptop,Electronics,1,54955,NetBanking
1163,2024-02-29,C124,Customer_61,Bangalore,Backpack,Accessories,4,1189,Wallet
1164,2024-08-02,C250,Customer_191,Bangalore,Backpack,Accessories,1,1250,Wallet
1165,2024-07-27,C171,Customer_9,Pune,Shoes,Fashion,4,2027,Card
1166,2024-07-04,C125,Customer_176,Pune,Camera,Electronics,3,39831,NetBanking
1167,2024-05-21,C148,Customer_32,Ahmedabad,Smartphone,Electronics,2,25128,Wallet
1168,2024-01-11,C112,Customer_86,Hyderabad,Headphones,Electronics,5,1405,UPI
1169,2024-10-10,C153,Customer_151,Hyderabad,Shoes,Fashion,3,2196,Card
1170,2024-11-01,C100,Customer_71,Bangalore,Headphones,Electronics,5,1428,Card
1171,2024-02-26,C269,Customer_7,Bangalore,Laptop,Electronics,3,54921,Wallet
1172,2024-06-14,C104,Customer_45,Chennai,Laptop,Electronics,2,55179,NetBanking
1173,2024-09-26,C129,Customer_191,Delhi,Tablet,Electronics,4,18198,COD
1174,2024-09-19,C251,Customer_28,Ahmedabad,Camera,Electronics,2,40114,UPI
1175,2024-12-03,C233,Customer_78,Ahmedabad,Laptop,Electronics,1,55045,NetBanking
1176,2024-08-06,C275,Customer_28,Ahmedabad,Tablet,Electronics,1,17841,COD
1177,2024-11-07,C137,Customer_17,Bangalore,T-shirt,Fashion,5,924,Wallet
1178,2024-10-07,C282,Customer_84,Kolkata,Jeans,Fashion,5,2150,NetBanking
1179,2024-09-15,C254,Customer_111,Delhi,Smartphone,Electronics,5,25169,Card
1180,2024-08-08,C215,Customer_59,Kolkata,Watch,Accessories,4,3004,NetBanking
1181,2024-02-18,C180,Customer_110,Pune,T-shirt,Fashion,3,678,NetBanking
1182,2024-02-04,C123,Customer_22,Delhi,Backpack,Accessories,1,1381,COD
1183,2024-03-07,C242,Customer_16,Pune,Smartphone,Electronics,4,24981,NetBanking
1184,2024-01-27,C173,Customer_154,Chennai,Watch,Accessories,1,3095,Wallet
1185,2024-04-18,C139,Customer_169,Ahmedabad,Shoes,Fashion,1,1979,Wallet
1186,2024-07-07,C129,Customer_196,Chennai,Jeans,Fashion,2,2219,Wallet
1187,2024-11-14,C257,Customer_173,Mumbai,Jeans,Fashion,3,2014,Card
1188,2024-05-19,C279,Customer_196,Chennai,Watch,Accessories,3,2803,Card
1189,2024-03-14,C244,Customer_169,Kolkata,Smartphone,Electronics,2,25179,UPI
1190,2024-02-16,C291,Customer_136,Hyderabad,Backpack,Accessories,4,1232,COD
1191,2024-03-21,C194,Customer_80,Pune,Jeans,Fashion,5,2043,UPI
1192,2024-03-20,C140,Customer_194,Mumbai,Smartphone,Electronics,3,25026,NetBanking
1193,2024-09-05,C255,Customer_114,Kolkata,T-shirt,Fashion,2,986,Wallet
1194,2024-02-28,C188,Customer_111,Delhi,T-shirt,Fashion,5,849,Wallet
1195,2024-12-07,C178,Customer_12,Hyderabad,Backpack,Accessories,5,1028,UPI
1196,2024-04-14,C177,Customer_55,Bangalore,T-shirt,Fashion,3,767,UPI
1197,2024-01-04,C227,Customer_192,Kolkata,Headphones,Electronics,2,1494,Wallet
1198,2024-12-26,C158,Customer_129,Pune,Smartphone,Electronics,4,25179,UPI
1199,2024-08-11,C104,Customer_118,Delhi,Watch,Accessories,5,3019,Wallet
1200,2024-07-26,C281,Customer_164,Kolkata,T-shirt,Fashion,1,807,UPI
1201,2024-06-15,C143,Customer_159,Ahmedabad,Watch,Accessories,1,3023,UPI
1202,2024-05-04,C211,Customer_151,Kolkata,Camera,Electronics,1,40002,COD
1203,2024-06-22,C156,Customer_86,Bangalore,Smartphone,Electronics,5,25124,UPI
1204,2024-09-28,C230,Customer_50,Pune,Watch,Accessories,2,2920,UPI
1205,2024-03-15,C165,Customer_51,Bangalore,Jeans,Fashion,2,2389,UPI
1206,2024-03-31,C297,Customer_161,Ahmedabad,Tablet,Electronics,5,18189,Wallet
1207,2024-08-17,C274,Customer_145,Pune,Watch,Accessories,2,3025,UPI
1208,2024-08-28,C213,Customer_162,Chennai,T-shirt,Fashion,5,628,COD
1209,2024-09-16,C118,Customer_80,Ahmedabad,Tablet,Electronics,1,17829,COD
1210,2024-05-26,C119,Customer_166,Delhi,Jeans,Fashion,5,2259,NetBanking
1211,2024-08-24,C248,Customer_142,Mumbai,Tablet,Electronics,5,18133,Card
1212,2024-06-13,C254,Customer_122,Bangalore,Laptop,Electronics,4,54852,COD
1213,2024-02-13,C229,Customer_166,Bangalore,Laptop,Electronics,2,55162,NetBanking
1214,2024-08-12,C234,Customer_134,Bangalore,Watch,Accessories,3,2944,NetBanking
1215,2024-07-28,C298,Customer_87,Mumbai,Watch,Accessories,1,2968,UPI
1216,2024-10-12,C273,Customer_99,Chennai,T-shirt,Fashion,5,676,COD
1217,2024-02-11,C249,Customer_170,Bangalore,Watch,Accessories,3,3135,NetBanking
1218,2024-03-07,C252,Customer_182,Delhi,T-shirt,Fashion,5,792,COD
1219,2024-03-06,C271,Customer_180,Delhi,Backpack,Accessories,5,1185,UPI
1220,2024-07-04,C179,Customer_47,Hyderabad,Watch,Accessories,4,2898,Card
1221,2024-03-11,C139,Customer_20,Chennai,Smartphone,Electronics,5,25194,Wallet
1222,2024-09-26,C109,Customer_170,Pune,Jeans,Fashion,2,2305,NetBanking
1223,2024-03-19,C141,Customer_47,Bangalore,Tablet,Electronics,1,18010,COD
1224,2024-12-12,C284,Customer_61,Ahmedabad,Jeans,Fashion,3,2385,NetBanking
1225,2024-04-29,C236,Customer_62,Chennai,Tablet,Electronics,2,17988,Wallet
1226,2024-08-13,C218,Customer_197,Chennai,Backpack,Accessories,5,1270,NetBanking
1227,2024-03-23,C151,Customer_155,Bangalore,T-shirt,Fashion,1,928,NetBanking
1228,2024-07-09,C241,Customer_27,Delhi,T-shirt,Fashion,1,990,Card
1229,2024-05-19,C215,Customer_132,Bangalore,Backpack,Accessories,1,1113,NetBanking
1230,2024-06-27,C106,Customer_107,Mumbai,Backpack,Accessories,5,1191,Card
1231,2024-07-16,C120,Customer_96,Hyderabad,Laptop,Electronics,3,54850,COD
1232,2024-03-15,C135,Customer_10,Chennai,Tablet,Electronics,2,18188,NetBanking
1233,2024-08-17,C257,Customer_2,Delhi,Laptop,Electronics,3,54910,Card
1234,2024-10-07,C286,Customer_156,Kolkata,Smartphone,Electronics,3,24921,COD
1235,2024-03-03,C112,Customer_62,Kolkata,Jeans,Fashion,4,2032,UPI
1236,2024-09-12,C252,Customer_138,Mumbai,Camera,Electronics,5,39923,Card
1237,2024-05-29,C209,Customer_1,Pune,Shoes,Fashion,5,2013,Card
1238,2024-12-06,C271,Customer_22,Pune,Smartphone,Electronics,5,25078,Wallet
1239,2024-09-16,C241,Customer_6,Kolkata,Tablet,Electronics,1,18125,NetBanking
1240,2024-07-10,C164,Customer_192,Mumbai,Watch,Accessories,1,2976,Card
1241,2024-12-02,C260,Customer_27,Pune,Headphones,Electronics,1,1480,Wallet
1242,2024-06-22,C264,Customer_45,Ahmedabad,Tablet,Electronics,2,17869,UPI
1243,2024-08-22,C109,Customer_76,Hyderabad,Laptop,Electronics,2,54821,COD
1244,2024-06-07,C231,Customer_102,Ahmedabad,T-shirt,Fashion,1,985,Card
1245,2024-05-26,C191,Customer_200,Mumbai,Watch,Accessories,3,2863,COD
1246,2024-08-11,C202,Customer_191,Ahmedabad,Backpack,Accessories,3,1095,NetBanking
1247,2024-12-20,C227,Customer_95,Chennai,Smartphone,Electronics,4,24840,NetBanking
1248,2024-11-04,C146,Customer_140,Chennai,Watch,Accessories,1,2840,COD
1249,2024-12-04,C175,Customer_79,Ahmedabad,Jeans,Fashion,4,2085,NetBanking
1250,2024-06-28,C214,Customer_11,Pune,Jeans,Fashion,4,2140,UPI
1251,2024-02-08,C271,Customer_164,Kolkata,Watch,Accessories,5,3183,Card
1252,2024-01-16,C136,Customer_156,Ahmedabad,Laptop,Electronics,2,54834,Card
1253,2024-11-26,C193,Customer_93,Kolkata,Jeans,Fashion,1,2309,Card
1254,2024-12-13,C215,Customer_95,Pune,Tablet,Electronics,1,18093,Card
1255,2024-09-28,C193,Customer_102,Pune,T-shirt,Fashion,2,658,UPI
1256,2024-04-05,C227,Customer_133,Kolkata,Camera,Electronics,1,39934,COD
1257,2024-12-26,C214,Customer_55,Chennai,Tablet,Electronics,2,17862,Card
1258,2024-02-07,C215,Customer_45,Ahmedabad,Smartphone,Electronics,3,25141,COD
1259,2024-12-29,C116,Customer_141,Chennai,T-shirt,Fashion,2,964,Card
1260,2024-07-04,C230,Customer_58,Delhi,Shoes,Fashion,2,1921,NetBanking
1261,2024-01-14,C192,Customer_142,Pune,Tablet,Electronics,5,17866,Wallet
1262,2024-02-14,C116,Customer_80,Kolkata,Tablet,Electronics,5,18010,NetBanking
1263,2024-10-21,C118,Customer_33,Pune,Smartphone,Electronics,4,25038,Wallet
1264,2024-06-25,C132,Customer_200,Bangalore,Headphones,Electronics,4,1557,UPI
1265,2024-03-04,C232,Customer_40,Chennai,Headphones,Electronics,2,1465,Card
1266,2024-06-26,C232,Customer_73,Delhi,T-shirt,Fashion,2,925,Wallet
1267,2024-05-20,C132,Customer_161,Chennai,Jeans,Fashion,5,2047,Wallet
1268,2024-11-24,C143,Customer_152,Bangalore,Headphones,Electronics,5,1668,Wallet
1269,2024-06-21,C244,Customer_11,Mumbai,Smartphone,Electronics,1,25128,Wallet
1270,2024-05-15,C266,Customer_54,Kolkata,Jeans,Fashion,1,2254,Wallet
1271,2024-05-28,C264,Customer_78,Ahmedabad,Shoes,Fashion,4,1952,NetBanking
1272,2024-02-07,C276,Customer_16,Bangalore,Tablet,Electronics,4,18047,NetBanking
1273,2024-04-14,C187,Customer_156,Bangalore,Watch,Accessories,3,3175,COD
1274,2024-07-23,C133,Customer_195,Pune,Camera,Electronics,5,39854,COD
1275,2024-05-03,C219,Customer_32,Chennai,Tablet,Electronics,2,17872,UPI
1276,2024-01-26,C174,Customer_99,Kolkata,Shoes,Fashion,2,1967,Wallet
1277,2024-06-09,C148,Customer_196,Bangalore,Tablet,Electronics,5,18039,NetBanking
1278,2024-06-06,C227,Customer_6,Delhi,Backpack,Accessories,5,1234,Card
1279,2024-04-20,C249,Customer_91,Mumbai,Laptop,Electronics,3,55053,Wallet
1280,2024-11-30,C272,Customer_121,Chennai,Camera,Electronics,1,39855,NetBanking
1281,2024-03-09,C167,Customer_187,Pune,Backpack,Accessories,3,1023,NetBanking
1282,2024-01-27,C245,Customer_144,Hyderabad,Watch,Accessories,5,2947,UPI
1283,2024-07-16,C229,Customer_116,Chennai,Jeans,Fashion,5,2060,Card
1284,2024-02-19,C200,Customer_96,Pune,Camera,Electronics,3,40186,Card
1285,2024-04-11,C254,Customer_131,Kolkata,Camera,Electronics,1,39823,UPI
1286,2024-03-11,C282,Customer_86,Ahmedabad,Camera,Electronics,4,39876,Wallet
1287,2024-09-20,C135,Customer_84,Pune,Headphones,Electronics,4,1615,COD
1288,2024-10-30,C186,Customer_130,Ahmedabad,Jeans,Fashion,3,2243,UPI
1289,2024-07-07,C184,Customer_173,Delhi,Backpack,Accessories,5,1157,UPI
1290,2024-11-01,C221,Customer_68,Hyderabad,Laptop,Electronics,5,55045,Card
1291,2024-09-25,C261,Customer_185,Kolkata,Headphones,Electronics,2,1316,Wallet
1292,2024-12-24,C128,Customer_49,Mumbai,Tablet,Electronics,3,18014,Card
1293,2024-07-30,C276,Customer_53,Kolkata,Camera,Electronics,5,40041,UPI
1294,2024-12-27,C135,Customer_133,Hyderabad,Camera,Electronics,3,40139,NetBanking
1295,2024-09-26,C196,Customer_81,Bangalore,Tablet,Electronics,5,17975,Wallet
1296,2024-06-30,C273,Customer_198,Chennai,Jeans,Fashion,4,2098,Card
1297,2024-05-22,C242,Customer_77,Hyderabad,T-shirt,Fashion,3,960,Card
1298,2024-12-19,C280,Customer_126,Pune,Tablet,Electronics,3,18086,COD
1299,2024-05-27,C131,Customer_147,Kolkata,Backpack,Accessories,3,1395,Card
1300,2024-05-28,C110,Customer_74,Delhi,Watch,Accessories,4,3135,COD
1301,2024-09-02,C154,Customer_52,Chennai,Camera,Electronics,3,39870,UPI
1302,2024-11-11,C289,Customer_151,Hyderabad,Shoes,Fashion,1,2142,Wallet
1303,2024-04-25,C263,Customer_60,Mumbai,Smartphone,Electronics,4,24969,NetBanking
1304,2024-02-21,C274,Customer_198,Bangalore,Laptop,Electronics,5,54880,NetBanking
1305,2024-11-30,C221,Customer_123,Hyderabad,T-shirt,Fashion,3,746,UPI
1306,2024-02-15,C266,Customer_147,Hyderabad,Camera,Electronics,1,39889,NetBanking
1307,2024-03-31,C109,Customer_102,Ahmedabad,Headphones,Electronics,3,1319,UPI
1308,2024-06-01,C245,Customer_155,Delhi,Watch,Accessories,3,3032,Wallet
1309,2024-09-25,C226,Customer_35,Ahmedabad,T-shirt,Fashion,2,657,COD
1310,2024-03-24,C287,Customer_118,Chennai,Headphones,Electronics,1,1677,COD
1311,2024-05-31,C245,Customer_173,Hyderabad,Headphones,Electronics,5,1627,NetBanking
1312,2024-08-06,C231,Customer_84,Delhi,Backpack,Accessories,1,1094,Card
1313,2024-09-01,C182,Customer_64,Mumbai,T-shirt,Fashion,4,720,NetBanking
1314,2024-05-16,C184,Customer_78,Mumbai,T-shirt,Fashion,3,954,Card
